age,job,marital,education,default,housing,loan,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,pred_subs,euribor3m,nr.employed
33,admin.,married,university.degree,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.963,5228.1
58,management,married,university.degree,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
54,retired,married,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
54,technician,married,professional.course,no,yes,no,Campaign-2,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.153,5195.8
39,technician,single,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
48,admin.,married,basic.9y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.86,5191
34,blue-collar,divorced,basic.4y,no,no,no,Campaign-5,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
28,blue-collar,single,basic.9y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.334,5099.1
30,admin.,single,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
59,retired,married,professional.course,no,yes,no,Campaign-8,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.864,5228.1
29,admin.,single,high.school,unknown,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
25,admin.,married,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.855,5191
47,admin.,divorced,high.school,no,yes,no,Campaign-1,999-Days,1,failure,-3.4,92.379,-29.8,no,0.755,5017.5
32,admin.,married,university.degree,no,no,yes,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
30,blue-collar,married,basic.6y,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.864,5228.1
24,technician,single,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-3.4,92.431,-26.9,no,0.724,5017.5
58,entrepreneur,married,high.school,no,no,no,Campaign-1,999-Days,2,failure,-1.1,94.199,-37.5,no,0.882,4963.6
44,management,married,university.degree,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
36,admin.,married,university.degree,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-3.4,92.379,-29.8,no,0.819,5017.5
33,self-employed,divorced,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
31,blue-collar,single,high.school,no,no,no,Campaign-6,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.96,5228.1
38,admin.,single,university.degree,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,yes,4.864,5228.1
35,management,married,university.degree,no,yes,no,Campaign-4,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.962,5228.1
29,blue-collar,married,basic.9y,no,no,no,Campaign-2,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.313,5099.1
58,management,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.96,5228.1
43,blue-collar,married,basic.4y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
55,self-employed,married,basic.4y,unknown,unknown,unknown,Campaign-5,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
53,management,married,university.degree,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
38,entrepreneur,married,basic.9y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.957,5228.1
36,technician,single,professional.course,no,no,no,Campaign-4,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.958,5228.1
56,retired,married,professional.course,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
32,admin.,married,university.degree,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.86,5191
48,blue-collar,married,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
31,technician,married,university.degree,no,no,no,Campaign-4,999-Days,0,nonexistent,-3.4,92.649,-30.1,no,0.714,5017.5
50,self-employed,married,basic.4y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.97,5228.1
38,services,married,high.school,unknown,yes,no,Campaign-7,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
34,admin.,single,university.degree,unknown,no,no,Campaign-16,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.866,5228.1
41,blue-collar,married,basic.4y,no,yes,no,Campaign-1,999-Days,2,failure,-1.8,92.893,-46.2,no,1.344,5099.1
51,management,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
26,admin.,single,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,yes,4.859,5191
34,admin.,single,university.degree,no,no,no,Campaign-3,3-Days,2,success,-3.4,92.379,-29.8,yes,0.773,5017.5
41,technician,married,university.degree,unknown,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.435,5099.1
41,technician,married,professional.course,no,unknown,unknown,Campaign-1,4-Days,3,success,-2.9,92.963,-40.8,yes,1.262,5076.2
26,blue-collar,married,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.864,5228.1
32,blue-collar,married,basic.6y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,yes,1.281,5099.1
49,blue-collar,married,basic.6y,unknown,no,yes,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.291,5099.1
39,technician,married,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
38,blue-collar,married,basic.9y,no,unknown,unknown,Campaign-4,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.967,5228.1
52,retired,divorced,professional.course,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
57,self-employed,married,university.degree,no,no,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,yes,4.962,5228.1
38,housemaid,married,university.degree,no,no,no,Campaign-5,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
31,admin.,married,high.school,no,no,no,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.266,5099.1
57,blue-collar,married,basic.4y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
42,self-employed,married,professional.course,unknown,unknown,unknown,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.25,5099.1
32,admin.,married,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
31,blue-collar,married,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
32,entrepreneur,married,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.076,5195.8
40,management,married,unknown,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
58,blue-collar,married,basic.4y,unknown,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,94.465,-41.8,yes,4.959,5228.1
44,admin.,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.958,5228.1
46,entrepreneur,married,unknown,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.967,5228.1
47,admin.,married,basic.6y,unknown,yes,no,Campaign-2,999-Days,1,failure,-1.8,93.075,-47.1,no,1.41,5099.1
44,management,married,basic.6y,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.8,92.843,-50,no,1.757,5099.1
39,admin.,married,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.12,5195.8
38,technician,married,professional.course,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-1.8,92.843,-50,yes,1.757,5099.1
59,blue-collar,married,basic.4y,unknown,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
49,management,divorced,university.degree,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-2.9,92.201,-31.4,no,0.883,5076.2
51,admin.,married,university.degree,no,no,no,Campaign-3,999-Days,0,nonexistent,-2.9,92.963,-40.8,no,1.215,5076.2
55,unemployed,married,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.076,5195.8
49,technician,divorced,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.958,5228.1
44,admin.,married,basic.4y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.968,5228.1
29,blue-collar,single,high.school,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.281,5099.1
49,blue-collar,married,unknown,no,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
49,technician,married,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
45,admin.,divorced,basic.9y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.327,5099.1
39,blue-collar,married,basic.9y,no,no,no,Campaign-2,999-Days,1,failure,-0.1,93.2,-42,no,4.076,5195.8
35,blue-collar,married,basic.9y,unknown,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.858,5191
55,entrepreneur,single,unknown,unknown,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,yes,4.963,5228.1
30,services,single,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.244,5099.1
26,management,single,university.degree,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
37,technician,single,professional.course,no,yes,no,Campaign-1,999-Days,1,failure,-0.1,93.2,-42,no,4.021,5195.8
29,self-employed,married,basic.6y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
54,blue-collar,married,basic.4y,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.299,5099.1
35,technician,married,university.degree,no,no,no,Campaign-3,999-Days,0,nonexistent,-2.9,92.201,-31.4,no,0.869,5076.2
41,technician,single,professional.course,no,yes,no,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.291,5099.1
31,technician,married,professional.course,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.855,5191
30,admin.,married,university.degree,no,no,no,Campaign-7,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.963,5228.1
43,technician,married,professional.course,no,yes,no,Campaign-3,999-Days,1,failure,-0.1,93.2,-42,no,4.153,5195.8
31,blue-collar,married,professional.course,no,no,no,Campaign-8,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
33,admin.,single,university.degree,no,yes,no,Campaign-3,6-Days,2,success,-3.4,92.431,-26.9,yes,0.74,5017.5
30,management,divorced,university.degree,no,no,yes,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
47,admin.,single,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.963,5228.1
32,services,married,professional.course,no,yes,no,Campaign-3,999-Days,1,failure,-1.8,92.893,-46.2,no,1.291,5099.1
49,management,married,university.degree,unknown,yes,no,Campaign-12,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
41,technician,married,high.school,no,yes,no,Campaign-24,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
60,blue-collar,married,professional.course,no,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
42,services,married,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
39,services,married,high.school,no,yes,no,Campaign-2,6-Days,3,success,-1.8,93.876,-40,yes,0.683,5008.7
52,admin.,married,unknown,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.963,5228.1
29,blue-collar,married,basic.6y,no,yes,no,Campaign-4,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.266,5099.1
40,blue-collar,single,professional.course,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
30,services,married,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.864,5191
38,admin.,married,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.334,5099.1
37,admin.,married,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
60,blue-collar,divorced,basic.4y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
26,blue-collar,single,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.96,5228.1
37,management,married,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
56,services,married,high.school,unknown,no,yes,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
44,technician,married,high.school,no,yes,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.966,5228.1
46,admin.,married,high.school,no,no,no,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.313,5099.1
59,admin.,married,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.798,-40.4,yes,4.968,5195.8
52,services,married,high.school,no,yes,no,Campaign-5,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.963,5228.1
40,technician,divorced,professional.course,no,no,no,Campaign-4,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
44,services,married,high.school,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
35,management,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.191,5195.8
33,technician,married,professional.course,no,no,no,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.966,5228.1
38,blue-collar,married,basic.4y,no,yes,no,Campaign-2,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.266,5099.1
53,entrepreneur,married,basic.4y,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-1.8,93.749,-34.6,yes,0.644,5008.7
56,unemployed,divorced,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
48,blue-collar,married,high.school,no,yes,no,Campaign-6,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
45,admin.,divorced,high.school,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
56,admin.,married,university.degree,unknown,no,no,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
48,management,married,university.degree,no,yes,no,Campaign-1,999-Days,1,failure,-3.4,92.431,-26.9,yes,0.74,5017.5
62,admin.,married,high.school,no,no,no,Campaign-2,999-Days,0,nonexistent,-1.8,92.843,-50,yes,1.52,5099.1
24,services,single,high.school,no,no,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,yes,4.958,5228.1
33,admin.,single,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,-3.4,92.431,-26.9,no,0.731,5017.5
49,technician,divorced,professional.course,no,yes,no,Campaign-2,999-Days,1,failure,-1.8,93.369,-34.8,no,0.635,5008.7
54,housemaid,married,professional.course,no,no,no,Campaign-2,999-Days,0,nonexistent,-3.4,92.431,-26.9,no,0.739,5017.5
57,technician,divorced,university.degree,no,no,yes,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
31,admin.,single,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.021,5195.8
51,admin.,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.963,5228.1
35,admin.,single,basic.4y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
50,technician,single,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,93.749,-34.6,yes,0.644,5008.7
30,admin.,single,university.degree,no,yes,no,Campaign-1,999-Days,2,failure,-2.9,92.201,-31.4,no,0.881,5076.2
30,blue-collar,married,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
32,blue-collar,married,basic.6y,unknown,no,no,Campaign-3,999-Days,1,failure,-1.8,92.893,-46.2,no,1.281,5099.1
45,blue-collar,single,high.school,unknown,yes,no,Campaign-7,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.244,5099.1
46,admin.,divorced,high.school,no,yes,no,Campaign-1,999-Days,0,nonexistent,-2.9,92.963,-40.8,yes,1.26,5076.2
48,blue-collar,married,basic.4y,no,no,no,Campaign-4,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
31,entrepreneur,single,university.degree,no,no,no,Campaign-3,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.076,5195.8
40,technician,married,university.degree,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.25,5099.1
56,blue-collar,unknown,basic.4y,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
42,technician,married,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,yes,1.264,5099.1
57,admin.,divorced,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.663,5195.8
47,technician,married,professional.course,unknown,no,no,Campaign-6,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
36,technician,married,university.degree,no,yes,yes,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.264,5099.1
53,services,married,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
58,self-employed,married,basic.9y,no,no,no,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
36,blue-collar,married,basic.9y,no,unknown,unknown,Campaign-1,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.153,5195.8
35,admin.,single,university.degree,no,yes,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.266,5099.1
34,blue-collar,married,basic.9y,unknown,yes,no,Campaign-4,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
41,admin.,married,basic.6y,no,no,no,Campaign-2,999-Days,1,failure,-1.8,93.075,-47.1,yes,1.479,5099.1
30,unknown,married,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.354,5099.1
30,technician,single,professional.course,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
37,services,single,high.school,no,yes,no,Campaign-9,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
53,services,married,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.955,5228.1
34,services,unknown,high.school,no,yes,yes,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.344,5099.1
28,admin.,single,university.degree,no,yes,no,Campaign-4,999-Days,1,failure,-1.8,92.893,-46.2,no,1.25,5099.1
29,entrepreneur,single,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.958,5228.1
44,admin.,married,university.degree,no,yes,no,Campaign-4,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.021,5195.8
56,retired,married,high.school,no,yes,yes,Campaign-2,999-Days,0,nonexistent,-2.9,92.469,-33.6,yes,1.059,5076.2
31,services,single,high.school,no,no,no,Campaign-35,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.968,5228.1
40,blue-collar,single,basic.9y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
47,blue-collar,married,high.school,no,yes,yes,Campaign-6,6-Days,1,success,-1.8,92.893,-46.2,no,1.313,5099.1
37,management,single,university.degree,no,no,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,no,1.344,5099.1
57,retired,married,university.degree,no,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.856,5191
37,blue-collar,single,professional.course,no,no,no,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
52,self-employed,single,basic.4y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.86,5191
34,admin.,single,university.degree,no,no,yes,Campaign-3,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
43,services,married,high.school,no,no,yes,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
34,blue-collar,single,unknown,no,no,no,Campaign-2,999-Days,0,nonexistent,-1.8,93.369,-34.8,no,0.636,5008.7
49,admin.,married,university.degree,no,no,no,Campaign-1,999-Days,1,failure,-0.1,93.2,-42,no,4.153,5195.8
25,admin.,single,high.school,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.962,5228.1
38,services,married,high.school,no,no,yes,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.968,5228.1
40,unemployed,divorced,high.school,no,no,yes,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.866,5228.1
31,technician,single,university.degree,no,no,no,Campaign-1,999-Days,1,failure,-0.1,93.2,-42,no,4.153,5195.8
29,technician,married,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
57,admin.,married,university.degree,no,yes,no,Campaign-10,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
38,management,married,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.313,5099.1
48,admin.,single,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,-0.1,93.2,-42,no,4.12,5195.8
32,admin.,single,university.degree,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.444,-36.1,yes,4.965,5228.1
30,self-employed,married,university.degree,no,yes,no,Campaign-2,999-Days,0,nonexistent,-3.4,92.379,-29.8,no,0.771,5017.5
52,retired,divorced,basic.4y,unknown,yes,yes,Campaign-2,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
34,services,divorced,high.school,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.25,5099.1
60,blue-collar,married,basic.4y,no,yes,no,Campaign-2,4-Days,1,success,-1.1,94.767,-50.8,no,1.035,4963.6
37,technician,married,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.961,5228.1
47,technician,divorced,high.school,no,yes,no,Campaign-5,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.964,5228.1
57,admin.,married,unknown,no,yes,no,Campaign-2,999-Days,0,nonexistent,-3,92.713,-33,yes,0.706,5023.5
28,admin.,married,university.degree,no,yes,no,Campaign-3,999-Days,1,failure,-1.7,94.027,-38.3,no,0.898,4991.6
61,admin.,married,university.degree,unknown,yes,no,Campaign-2,999-Days,0,nonexistent,-2.9,92.963,-40.8,yes,1.26,5076.2
33,admin.,married,university.degree,no,yes,no,Campaign-1,999-Days,1,failure,-1.8,92.893,-46.2,yes,1.266,5099.1
36,technician,married,professional.course,no,no,no,Campaign-9,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
53,services,married,basic.9y,unknown,yes,no,Campaign-4,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
36,blue-collar,married,unknown,no,no,no,Campaign-2,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.859,5191
31,self-employed,married,university.degree,no,yes,yes,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.865,5228.1
44,management,divorced,basic.9y,unknown,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.96,5228.1
37,blue-collar,married,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.327,5099.1
32,technician,single,university.degree,no,yes,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.444,-36.1,no,4.965,5228.1
44,blue-collar,married,high.school,unknown,yes,no,Campaign-3,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
29,management,single,university.degree,no,yes,no,Campaign-2,999-Days,1,failure,-1.8,92.893,-46.2,no,1.313,5099.1
37,management,divorced,unknown,no,no,yes,Campaign-1,999-Days,1,failure,-0.1,93.2,-42,no,4.191,5195.8
48,retired,married,basic.4y,unknown,no,yes,Campaign-2,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
33,services,single,university.degree,no,yes,no,Campaign-2,3-Days,2,success,-1.1,94.601,-49.5,yes,0.977,4963.6
38,blue-collar,married,basic.6y,unknown,yes,no,Campaign-1,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.864,5228.1
41,blue-collar,married,basic.4y,unknown,no,no,Campaign-3,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
57,housemaid,married,basic.4y,no,yes,no,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.966,5228.1
35,blue-collar,married,basic.9y,no,no,no,Campaign-3,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.959,5228.1
34,blue-collar,married,basic.9y,no,yes,no,Campaign-1,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.405,5099.1
50,entrepreneur,married,basic.9y,no,yes,no,Campaign-2,999-Days,0,nonexistent,1.4,94.465,-41.8,no,4.967,5228.1
49,management,married,university.degree,no,no,no,Campaign-1,999-Days,1,failure,-1.8,93.075,-47.1,no,1.41,5099.1
28,blue-collar,married,basic.9y,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.8,92.893,-46.2,no,1.334,5099.1
53,admin.,single,unknown,unknown,no,no,Campaign-1,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.961,5228.1
52,admin.,married,professional.course,no,yes,yes,Campaign-2,6-Days,1,success,-1.7,94.215,-40.3,no,0.893,4991.6
35,admin.,single,professional.course,unknown,yes,no,Campaign-4,999-Days,0,nonexistent,1.1,93.994,-36.4,no,4.857,5191
65,technician,married,professional.course,no,no,no,Campaign-1,999-Days,0,nonexistent,-1.1,94.199,-37.5,no,0.879,4963.6
26,blue-collar,married,basic.9y,no,yes,no,Campaign-3,999-Days,0,nonexistent,-1.8,93.075,-47.1,no,1.41,5099.1
56,blue-collar,divorced,basic.9y,no,yes,yes,Campaign-3,999-Days,0,nonexistent,1.4,93.918,-42.7,no,4.962,5228.1
